48.8,48.079385652756,46.7819693576598,43.8616429297977,42.7,40.500223389137,40.8202446955934,42.6359951433838,39.2142857142857,37.7440200595949,38.9624826044743,38.5951610499736,37.4714285714286,39.1020312216996,39.5865851967394,38.9661386040682,40.0857142857143,42.7939989380334,44.6836592790463,42.2320037228801,45.3142857142857,52.7318295269422,51.2131509649732,49.3116591025187,54.9,63.3759677839922,62.9382936175479,59.2378132668025,66.2285714285714,74.5518891217235,68.2181374359393,66.4249703431499,77.5571428571429,77.3220739475475,76.9853785321573,77.1946889904284,76.6857142857143,75.1306831408534,76.5224227768467,76.4759679198113,74.9428571428571,74.4664311766404,73.0101889118164,73.8823884838796,72.3285714285714,71.4767609736736,71.8277259790437,71.7296550299437,71.4571428571428,69.2650244029864,69.3102030310812,69.9484011586473,68.8428571428571,68.0535427096022,68.4929991970594,68.381805423398,67.9714285714286,67.7064701158771,67.7099022692232,67.656433946494,67.1,68.7842904571414,68.7229379415371,68.2858404615426,68.8428571428571,71.704585030623,70.950738325539,72.4563800409061,74.9428571428571,77.1390862249174,78.3788780357454,75.3253353140378,87.1428571428571,85.5092210457432,84.7905078052031,84.0253360801754,83.6571428571428,82.301055896201,82.8861106715011,81.6474644603844,80.1714285714286,76.2100157452167,76.9753400669659,76.4837899837907,75.8142857142857,68.2956554493542,69.9591760249894,70.86954981384,65.3571428571428,59.683351938334,64.0538858596895,60.3173449045761,54.9,54.5560980097452,52.6900254982403,54.6419330330337
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,158.622563321593,154.342153003755,144.707469501997,140.875,133.617540279735,134.673348278495,140.663836436164,129.375,124.524328475303,128.544256133614,127.332396087003,123.625,129.004652186345,130.603283128587,128.556317935553,132.25,141.1851194472,147.419449670624,139.33099588901,149.5,173.971814627822,168.961420191817,162.688055645605,181.125,209.088746172597,207.644780172648,195.436228195803,218.5,245.96012599585,225.063937032505,219.147955435392,255.875,255.099465277769,253.988646386831,254.679199333176,253,247.869671837651,252.461271866236,252.308008915771,247.25,245.678184824572,240.873778991853,243.75132266198,238.625,235.814723704128,236.972620545616,236.649066799609,235.75,228.517805919689,228.666858360739,230.772389068488,227.125,224.520909349302,225.970755547676,225.60390723703,224.25,223.375854275742,223.387177568544,223.210775930032,221.375,226.931777942618,226.729364930071,225.287301522712,227.125,236.566356351031,234.079280131389,239.046663659547,247.25,254.495755783027,258.586052535963,248.511864458198,287.5,282.110339925505,279.739175340936,277.214735838284,276,271.526024575581,273.456225780977,269.369708568071,264.5,251.430584733194,253.955527679949,252.333815315375,250.125,225.319682937419,230.807937295559,233.811424590742,215.625,196.906140616225,211.325320151844,198.997797738458,181.125,179.990405319036,173.833895598702,180.273590539312
250,246.308328139119,239.6617282667,224.701039599374,218.75,207.480652608284,209.120106022507,218.422106267335,200.892857142857,193.360758502023,199.602882195053,197.72111193634,191.964285714286,200.317782898051,202.800129081657,199.621611701169,205.357142857143,219.231551936647,228.91218892954,216.352478088525,232.142857142857,270.14256929786,262.362453714002,252.621204418641,281.25,324.671966106518,322.429782876782,303.47240403075,339.285714285714,381.925661484239,349.478163093952,340.291856266137,397.321428571429,396.117182108337,394.392308054085,395.46459523785,392.857142857143,384.890794778962,392.020608487944,391.782622540017,383.928571428571,381.487864634428,374.027607130207,378.495842642826,370.535714285714,366.17193121759,367.969907679527,367.467495030449,366.071428571428,354.84131353989,355.072761429719,358.342219050448,352.678571428571,348.634952405749,350.886266378378,350.316626144457,348.214285714286,346.856916577239,346.874499330037,346.600583742285,343.75,352.378537177978,352.064231257874,349.82500236446,352.678571428571,367.33906265688,363.477143061163,371.190471521035,383.928571428571,395.1797450047,401.531137478204,385.887988289128,446.428571428571,438.059534045816,434.377601461081,430.457664345161,428.571428571429,421.624261763325,424.621468604002,418.275944981477,410.714285714286,390.420162629184,394.340881490604,391.822694589092,388.392857142857,349.875284064314,358.397418160806,363.061218308606,334.821428571429,305.754876733268,328.144907068081,309.002791519345,281.25,279.488207017137,269.928409314755,279.927935620049
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.9,115.173774237852,112.065824137509,105.070206116667,102.2875,97.0179531596335,97.7845615761244,102.134176890606,93.9375,90.4154906755459,93.3343077144067,92.4543919414326,89.7625,93.6685952831288,94.8293403585827,93.3430656314666,96.025,102.512673685576,107.039339543453,101.166418754194,108.55,126.318665403679,122.680683356667,118.125675186157,131.5125,151.816611351408,150.768166473183,141.903696124779,158.65,178.58843931003,163.415989062732,159.120471990046,185.7875,185.224394353859,184.41784324609,184.919244733219,183.7,179.974935638643,183.308836528963,183.197554299712,179.525,178.383725503059,174.895309094085,176.984656019785,173.2625,171.221995037345,172.062728830947,171.827800676238,171.175,165.923798211252,166.032023244537,167.560821627989,164.9125,163.021703744928,164.07441815853,163.808054385148,162.825,162.190294191517,162.198515886725,162.070432957892,160.7375,164.772203984423,164.625234536182,163.578171105621,164.9125,171.767745698357,169.9619120954,173.568664483236,179.525,184.786048764198,187.755959884808,180.441223323996,208.75,204.836638119823,203.114966443202,201.282003847797,200.4,197.151504800531,198.552998719231,195.585831873339,192.05,182.560468045406,184.393796185007,183.216291989859,181.6125,163.601682828473,167.586632731993,169.767425681104,156.5625,142.970980360476,153.440558545035,144.489705314446,131.5125,130.688685601213,126.21852419558,130.894302695935
261,257.14589457724,250.206844310435,234.587885341746,228.375,216.609801323048,218.321390687498,228.032678943098,209.732142857143,201.868631876112,208.385409011635,206.420840861539,200.410714285714,209.131765345566,211.72333476125,208.40496261602,214.392857142857,228.877740221859,238.98432524244,225.87198712442,242.357142857143,282.028842346965,273.906401677418,263.736537413061,293.625,338.957532615204,336.616693323361,316.825189808103,354.214285714286,398.730390589546,364.855202270085,355.264697941847,414.803571428571,413.546338121104,411.745569608465,412.865037428316,410.142857142857,401.825989749236,409.269515261414,409.021057931778,400.821428571428,398.273330678343,390.484821843936,395.14965971911,386.839285714286,382.283496191164,384.160583617426,383.636064811789,382.178571428571,370.454331335645,370.695962932627,374.109276688667,368.196428571429,363.974890311602,366.325262099027,365.730557694813,363.535714285714,362.118620906638,362.136977300559,361.851009426945,358.875,367.883192813809,367.555057433221,365.217302468496,368.196428571429,383.501981413783,379.470137355854,387.522852267961,400.821428571428,412.567653784907,419.198507527245,402.86705977385,466.071428571429,457.334153543831,453.490215925369,449.397801576348,447.428571428571,440.175729280911,443.304813222578,436.680086560662,428.785714285714,407.598649784868,411.691880276191,409.062893151012,405.482142857143,365.269796563144,374.166904559882,379.035911914185,349.553571428571,319.208091309532,342.583282979077,322.598914346196,293.625,291.785688125891,281.805259324605,292.244764787332
3.25,3.20200826580855,3.1156024674671,2.92111351479186,2.84375,2.69724848390769,2.7185613782926,2.83948738147535,2.61160714285714,2.5136898605263,2.59483746853569,2.57037445517242,2.49553571428571,2.60413117767467,2.63640167806154,2.5950809521152,2.66964285714286,2.85001017517641,2.97585845608402,2.81258221515083,3.01785714285714,3.51185340087217,3.41071189828203,3.28407565744233,3.65625,4.22073555938473,4.19158717739817,3.94514125239975,4.41071428571429,4.96503359929511,4.54321612022137,4.42379413145978,5.16517857142857,5.14952336740839,5.1271000047031,5.14103973809205,5.10714285714286,5.00358033212651,5.09626791034327,5.09317409302022,4.99107142857143,4.95934224024757,4.86235889269269,4.92044595435674,4.81696428571428,4.76023510582867,4.78360879983386,4.77707743539584,4.75892857142857,4.61293707601856,4.61594589858635,4.65844884765582,4.58482142857143,4.53225438127473,4.56152146291892,4.55411613987794,4.52678571428571,4.50913991550411,4.50936849129048,4.5058075886497,4.46875,4.58092098331372,4.57683500635237,4.54772503073798,4.58482142857143,4.77540781453944,4.72520285979512,4.82547612977346,4.99107142857143,5.1373366850611,5.21990478721665,5.01654384775866,5.80357142857143,5.6947739425956,5.64690881899406,5.59594963648709,5.57142857142857,5.48111540292323,5.52007909185202,5.43758728475921,5.33928571428571,5.07546211417939,5.12643145937786,5.09369502965819,5.04910714285714,4.54837869283609,4.65916643609048,4.71979583801188,4.35267857142857,3.97481339753249,4.26588379188506,4.01703628975148,3.65625,3.63334669122278,3.50906932109182,3.63906316306064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
